Interaction ID,Timestamp,User Query,Intent Detected,Bot Response,Response Time (ms),Prediction Accuracy (%),Entity Extraction Accuracy (%),User Sentiment,User Feedback,Conversation Success,User ID,User Type,Region,Device Type,Account Age (months),Is Premium,NPS_Score,NPS_Category
149,2024-08-12 17:20,Market outlook for Commodities?,Stock Prediction,Commodity markets are steady.,190,87,93,Negative,Needs improvement,Failed,U10233,Retail,Asia,Mobile,44,True,3,Detractor
150,2023-05-06 09:20,Market outlook for Forex?,Forex Analysis,Forex markets favor USD today.,195,86,94,Positive,Helpful,Successful,U10109,Retail,South America,Desktop,47,True,10,Promoter
151,2024-04-01 13:03,Should I diversify with Bonds?,Stock Prediction,Bond yields are increasing.,150,95,90,Neutral,Needs improvement,Failed,U10114,Institutional,Asia,Desktop,4,False,7,Passive
152,2023-09-12 12:10,Analysis of Tesla?,Cryptocurrency Update,Tesla shows bullish signs.,155,94,91,Negative,Needs improvement,Failed,U10170,Institutional,North America,Mobile,36,True,3,Detractor
153,2020-04-22 12:17,Give me an update on ETH.,Portfolio Management,ETH is showing a downward trend.,160,93,92,Positive,Helpful,Successful,U10181,VIP,Europe,Tablet,51,False,10,Promoter
154,2024-12-02 12:36,Is BTC safe to invest in?,Price Check,BTC shows positive momentum today.,165,92,93,Positive,Helpful,Successful,U10203,Institutional,South America,Desktop,41,True,10,Promoter
155,2023-06-27 11:11,What's your take on Equities?,Cryptocurrency Update,Equity markets are stabilizing.,170,91,94,Positive,Helpful,Successful,U10284,VIP,Middle East,Mobile,38,False,10,Promoter
156,2021-10-11 14:58,Any news on Crypto?,Buy Order,Crypto markets show mixed performance.,175,90,90,Positive,Helpful,Successful,U10111,Retail,South America,Mobile,28,True,10,Promoter
157,2024-01-23 14:36,How is XAU trending today?,Portfolio Management,Gold prices are increasing.,180,89,91,Positive,Helpful,Successful,U10228,Institutional,North America,Mobile,51,True,10,Promoter
158,2024-03-19 12:53,Analysis of Gold?,Market Analysis,Investors are flocking to Gold.,185,88,92,Negative,Needs improvement,Failed,U10172,Retail,Middle East,Mobile,46,True,3,Detractor
159,2023-09-10 11:31,Market outlook for GOOGL?,Strategy Advice,GOOGL remains a solid long-term pick.,190,87,93,Positive,Helpful,Successful,U10158,Retail,Middle East,Desktop,39,True,10,Promoter
160,2020-02-02 12:38,Market outlook for Bonds?,Cryptocurrency Update,Bonds remain a safe haven.,195,86,94,Positive,Helpful,Successful,U10119,Institutional,North America,Mobile,38,True,10,Promoter
161,2021-01-17 16:00,Analysis of NASDAQ?,Buy Order,NASDAQ is rallying.,150,95,90,Negative,Needs improvement,Failed,U10194,Retail,Asia,Mobile,17,False,3,Detractor
162,2022-10-07 11:21,Market outlook for Gold?,Strategy Advice,Gold is up due to inflation concerns.,155,94,91,Positive,Helpful,Successful,U10074,Institutional,North America,Desktop,30,False,10,Promoter
163,2021-06-02 09:09,What's the price of USD now?,Buy Order,USD is strengthening against other currencies.,160,93,92,Positive,Helpful,Successful,U10034,Retail,North America,Mobile,38,False,10,Promoter
164,2024-12-05 10:54,What is your prediction for GBP?,Strategy Advice,GBP is gaining against EUR.,165,92,93,Positive,Helpful,Successful,U10220,Retail,Europe,Tablet,55,False,10,Promoter
165,2024-06-03 14:45,Market outlook for NASDAQ?,Forex Analysis,NASDAQ is rallying.,170,91,94,Negative,Needs improvement,Failed,U10149,Institutional,South America,Tablet,14,False,3,Detractor
166,2023-10-04 14:19,Market outlook for EUR?,Forex Analysis,EUR is showing mild weakness today.,175,90,90,Negative,Needs improvement,Failed,U10116,Retail,North America,Desktop,40,True,3,Detractor
167,2022-03-06 15:50,Is EUR safe to invest in?,Market Analysis,EUR is holding steady.,180,89,91,Positive,Helpful,Successful,U10168,Institutional,South America,Mobile,36,True,10,Promoter
168,2023-11-11 11:45,Should I diversify with WTI?,Investment Planning,WTI crude sees a price jump.,185,88,92,Positive,Helpful,Successful,U10078,Retail,Africa,Mobile,17,True,10,Promoter
169,2024-12-20 14:14,Should I diversify with Oil?,Regulation Inquiry,Oil shows demand increase.,190,87,93,Negative,Needs improvement,Failed,U10078,Retail,Africa,Mobile,17,True,3,Detractor
170,2024-03-13 13:46,Should I buy or sell SPX?,Strategy Advice,SPX shows mixed market signals.,195,86,94,Negative,Needs improvement,Failed,U10133,Retail,North America,Mobile,46,False,3,Detractor
171,2022-03-06 09:44,What's the trend with Commodities?,Stock Prediction,Commodities show strong demand.,150,95,90,Negative,Needs improvement,Failed,U10298,Retail,Asia,Tablet,53,True,3,Detractor
172,2024-07-28 09:11,What's your take on NASDAQ?,Investment Planning,NASDAQ is rallying.,155,94,91,Positive,Helpful,Successful,U10085,Retail,North America,Desktop,25,False,10,Promoter
173,2024-06-26 12:40,Market outlook for USD?,Strategy Advice,USD is strengthening against other currencies.,160,93,92,Negative,Needs improvement,Failed,U10274,Retail,North America,Mobile,3,True,3,Detractor
174,2024-02-16 11:21,Should I diversify with GBP?,Financial Advice,GBP trends show minor fluctuations.,165,92,93,Neutral,Needs improvement,Failed,U10147,Institutional,North America,Mobile,29,False,7,Passive
175,2020-04-12 14:10,What is your prediction for AAPL?,Financial Advice,AAPL stock remains steady.,170,91,94,Negative,Needs improvement,Failed,U10036,VIP,Middle East,Mobile,16,True,3,Detractor
176,2020-12-22 14:28,Analysis of Tesla?,Forex Analysis,Tesla stock remains volatile.,175,90,90,Positive,Helpful,Successful,U10255,Retail,Europe,Mobile,49,False,10,Promoter
177,2020-05-07 12:44,Should I buy or sell USD?,Stock Prediction,USD is strengthening against other currencies.,180,89,91,Positive,Helpful,Successful,U10135,Institutional,Europe,Mobile,23,False,10,Promoter
178,2020-06-09 10:46,Give me an update on USD.,Buy Order,USD is strengthening against other currencies.,185,88,92,Positive,Helpful,Successful,U10269,Retail,North America,Desktop,49,False,10,Promoter
179,2020-01-13 16:46,Should I diversify with Tesla?,Portfolio Management,Tesla shows bullish signs.,190,87,93,Negative,Needs improvement,Failed,U10133,Retail,North America,Mobile,46,False,3,Detractor
180,2023-03-14 16:56,How is Gold trending today?,Portfolio Management,Investors are flocking to Gold.,195,86,94,Negative,Needs improvement,Failed,U10026,Institutional,North America,Desktop,35,False,3,Detractor
181,2023-06-18 15:06,Market outlook for SPX?,Market Analysis,SPX is trending upward.,150,95,90,Neutral,Needs improvement,Failed,U10204,Institutional,North America,Desktop,3,False,7,Passive
182,2023-10-21 12:10,Give me an update on GBP.,Price Check,GBP trends show minor fluctuations.,155,94,91,Positive,Helpful,Successful,U10253,Institutional,Asia,Mobile,4,True,10,Promoter
183,2023-02-26 09:18,Is ETH safe to invest in?,Cryptocurrency Update,ETH is showing a downward trend.,160,93,92,Positive,Helpful,Successful,U10095,Institutional,North America,Desktop,45,False,10,Promoter
184,2020-06-09 10:04,What's the price of NASDAQ now?,Sell Order,NASDAQ is rallying.,165,92,93,Positive,Helpful,Successful,U10104,Retail,Europe,Mobile,27,False,10,Promoter
185,2022-03-13 11:46,What is your prediction for NASDAQ?,Market Analysis,NASDAQ is rallying.,170,91,94,Negative,Needs improvement,Failed,U10019,Retail,Asia,Desktop,56,True,3,Detractor
186,2020-09-03 14:38,Analysis of USD?,Portfolio Management,USD is strengthening against other currencies.,175,90,90,Positive,Helpful,Successful,U10162,VIP,Europe,Desktop,6,False,10,Promoter
187,2024-08-23 09:27,Should I buy or sell Forex?,Buy Order,Forex shows balanced trading.,180,89,91,Negative,Needs improvement,Failed,U10267,Retail,North America,Mobile,58,False,3,Detractor
188,2021-10-14 11:03,What's the price of AAPL now?,Portfolio Management,AAPL stock remains steady.,185,88,92,Neutral,Needs improvement,Failed,U10255,Retail,Europe,Mobile,49,False,7,Passive
189,2020-06-07 12:26,Any news on Gold?,Portfolio Management,Investors are flocking to Gold.,190,87,93,Negative,Needs improvement,Failed,U10213,Retail,North America,Mobile,57,False,3,Detractor
190,2024-12-24 17:16,How is Bonds trending today?,Price Check,Bond yields are increasing.,195,86,94,Positive,Helpful,Successful,U10278,Retail,North America,Mobile,7,False,10,Promoter
191,2022-05-08 10:03,Give me an update on GOOGL.,Forex Analysis,GOOGL remains a solid long-term pick.,150,95,90,Negative,Needs improvement,Failed,U10191,Retail,North America,Mobile,28,True,3,Detractor
192,2023-10-18 16:09,Is EUR safe to invest in?,Market Analysis,EUR is holding steady.,155,94,91,Positive,Helpful,Successful,U10238,Retail,Middle East,Mobile,57,True,10,Promoter
193,2020-06-01 15:05,Market outlook for XAU?,Sell Order,XAU indicates investor confidence.,160,93,92,Negative,Needs improvement,Failed,U10152,Retail,Europe,Desktop,5,False,3,Detractor
194,2022-11-21 16:12,Any news on NASDAQ?,Cryptocurrency Update,NASDAQ shows investor optimism.,165,92,93,Neutral,Needs improvement,Failed,U10036,VIP,Middle East,Mobile,16,True,7,Passive
195,2020-01-07 11:40,What's the price of Crypto now?,Buy Order,Volatility remains high in crypto.,170,91,94,Positive,Helpful,Successful,U10060,VIP,North America,Desktop,17,True,10,Promoter
196,2022-02-16 10:19,What is your prediction for MSFT?,Sell Order,MSFT outlook is positive this quarter.,175,90,90,Positive,Helpful,Successful,U10041,Institutional,North America,Mobile,35,False,10,Promoter
197,2023-08-16 13:05,What's the trend with Forex?,Future Investment,Forex shows balanced trading.,180,89,91,Positive,Helpful,Successful,U10237,Retail,South America,Desktop,42,False,10,Promoter
198,2024-07-06 14:56,Should I diversify with GOOGL?,Market Analysis,GOOGL stock is slightly volatile.,185,88,92,Positive,Helpful,Successful,U10007,Retail,North America,Tablet,6,False,10,Promoter
199,2023-06-06 16:02,What's the trend with ETH?,Portfolio Management,ETH is showing a downward trend.,190,87,93,Positive,Helpful,Successful,U10166,Retail,Asia,Tablet,43,False,10,Promoter
200,2022-08-15 13:14,Market outlook for Oil?,Portfolio Management,Oil prices are rising.,195,86,94,Positive,Helpful,Successful,U10110,Retail,North America,Desktop,2,False,10,Promoter
201,2022-10-02 11:48,How is GOOGL trending today?,Market Analysis,GOOGL stock is slightly volatile.,150,95,90,Positive,Helpful,Successful,U10241,Retail,Middle East,Mobile,7,False,10,Promoter
202,2020-02-22 14:51,Should I diversify with Bonds?,Risk Analysis,Bond yields are increasing.,155,94,91,Neutral,Needs improvement,Failed,U10165,Retail,North America,Mobile,8,False,7,Passive
203,2024-07-25 12:35,How is Crypto trending today?,Forex Analysis,Volatility remains high in crypto.,160,93,92,Negative,Needs improvement,Failed,U10183,Retail,North America,Desktop,7,False,3,Detractor
204,2020-07-27 17:26,What's the price of Forex now?,Future Investment,Forex markets favor USD today.,165,92,93,Negative,Needs improvement,Failed,U10025,Retail,North America,Desktop,54,False,3,Detractor
205,2024-11-28 16:36,How is USD trending today?,Forex Analysis,USD is strengthening against other currencies.,170,91,94,Positive,Helpful,Successful,U10092,Retail,Middle East,Mobile,27,False,10,Promoter
206,2021-08-10 10:25,Analysis of GOOGL?,Sell Order,GOOGL remains a solid long-term pick.,175,90,90,Negative,Needs improvement,Failed,U10299,Institutional,Middle East,Mobile,31,False,3,Detractor
207,2020-09-19 17:51,Give me an update on NASDAQ.,Buy Order,NASDAQ shows investor optimism.,180,89,91,Positive,Helpful,Successful,U10215,VIP,Europe,Mobile,9,True,10,Promoter
208,2024-11-20 11:07,Should I buy or sell SPX?,Financial Advice,SPX is trending upward.,185,88,92,Negative,Needs improvement,Failed,U10157,Institutional,Africa,Mobile,32,False,3,Detractor
209,2023-03-06 12:51,What's the trend with Oil?,Stock Prediction,Oil prices are rising.,190,87,93,Negative,Needs improvement,Failed,U10230,Retail,North America,Mobile,24,False,3,Detractor
210,2021-03-02 15:05,Is Tesla safe to invest in?,Future Investment,Tesla shows bullish signs.,195,86,94,Neutral,Needs improvement,Failed,U10247,Institutional,Middle East,Tablet,53,False,7,Passive
211,2023-04-27 11:53,What's the trend with GOOGL?,Financial Advice,GOOGL remains a solid long-term pick.,150,95,90,Positive,Helpful,Successful,U10022,Retail,South America,Desktop,35,False,10,Promoter
212,2024-05-11 10:05,Should I buy or sell NASDAQ?,Financial Advice,NASDAQ shows investor optimism.,155,94,91,Neutral,Needs improvement,Failed,U10291,Retail,Asia,Desktop,34,True,7,Passive
213,2023-09-13 17:20,Any news on MSFT?,Strategy Advice,MSFT outlook is positive this quarter.,160,93,92,Positive,Helpful,Successful,U10192,Retail,Asia,Desktop,11,True,10,Promoter
214,2022-09-15 09:50,How is GBP trending today?,Sell Order,GBP is gaining against EUR.,165,92,93,Positive,Helpful,Successful,U10134,Institutional,North America,Mobile,45,True,10,Promoter
215,2024-10-17 15:07,Market outlook for Gold?,Stock Prediction,Gold is up due to inflation concerns.,170,91,94,Positive,Helpful,Successful,U10204,Institutional,North America,Desktop,3,False,10,Promoter
216,2023-03-05 10:59,What's the price of EUR now?,Price Check,EUR is showing mild weakness today.,175,90,90,Negative,Needs improvement,Failed,U10103,Retail,North America,Mobile,27,False,3,Detractor
217,2020-10-25 10:50,Market outlook for WTI?,Buy Order,WTI crude sees a price jump.,180,89,91,Negative,Needs improvement,Failed,U10263,Retail,North America,Mobile,21,True,3,Detractor
218,2022-09-12 15:16,What is your prediction for Forex?,Price Check,Forex markets favor USD today.,185,88,92,Positive,Helpful,Successful,U10234,Institutional,Europe,Desktop,21,False,10,Promoter
219,2023-11-16 16:02,Should I buy or sell AAPL?,Stock Prediction,AAPL stock remains steady.,190,87,93,Positive,Helpful,Successful,U10191,Retail,North America,Mobile,28,True,10,Promoter
220,2021-05-13 11:39,What is your prediction for NASDAQ?,Buy Order,NASDAQ is rallying.,195,86,94,Negative,Needs improvement,Failed,U10054,Institutional,Europe,Mobile,9,False,3,Detractor
221,2024-11-23 15:02,What's the trend with Gold?,Risk Analysis,Investors are flocking to Gold.,150,95,90,Neutral,Needs improvement,Failed,U10289,Retail,North America,Mobile,50,False,7,Passive
222,2023-06-23 12:03,Any news on EUR?,Forex Analysis,EUR is showing mild weakness today.,155,94,91,Negative,Needs improvement,Failed,U10129,Retail,South America,Mobile,43,False,3,Detractor
223,2023-05-12 09:21,Should I buy or sell Forex?,Stock Prediction,Forex markets favor USD today.,160,93,92,Positive,Helpful,Successful,U10273,Retail,Europe,Mobile,18,False,10,Promoter
224,2022-05-09 16:54,What's your take on EUR?,Risk Analysis,EUR is holding steady.,165,92,93,Neutral,Needs improvement,Failed,U10016,Retail,South America,Mobile,59,False,7,Passive
225,2020-04-05 13:47,Should I buy or sell Gold?,Price Check,Gold is up due to inflation concerns.,170,91,94,Negative,Needs improvement,Failed,U10037,Retail,Asia,Desktop,57,False,3,Detractor
226,2023-06-09 15:38,What's your take on Gold?,Price Check,Gold is up due to inflation concerns.,175,90,90,Positive,Helpful,Successful,U10045,Retail,Asia,Desktop,58,True,10,Promoter
227,2020-04-15 12:58,Market outlook for Forex?,Buy Order,Forex markets favor USD today.,180,89,91,Positive,Helpful,Successful,U10049,Retail,South America,Mobile,38,False,10,Promoter
228,2023-12-16 17:55,Analysis of NASDAQ?,Future Investment,NASDAQ is rallying.,185,88,92,Positive,Helpful,Successful,U10096,Retail,North America,Desktop,30,True,10,Promoter
229,2022-01-17 11:04,What's the price of Oil now?,Stock Prediction,Oil prices are rising.,190,87,93,Positive,Helpful,Successful,U10212,Institutional,Europe,Mobile,41,False,10,Promoter
230,2022-12-17 15:08,Should I buy or sell BTC?,Strategy Advice,BTC shows positive momentum today.,195,86,94,Positive,Helpful,Successful,U10103,Retail,North America,Mobile,27,False,10,Promoter
231,2024-10-01 11:12,What's the trend with Forex?,Buy Order,Forex shows balanced trading.,150,95,90,Negative,Needs improvement,Failed,U10282,Retail,South America,Desktop,5,False,3,Detractor
232,2021-01-08 09:29,How is AAPL trending today?,Strategy Advice,AAPL earnings beat expectations.,155,94,91,Positive,Helpful,Successful,U10268,Retail,Africa,Desktop,10,True,10,Promoter
233,2020-06-23 12:17,Any news on WTI?,Market Analysis,WTI crude sees a price jump.,160,93,92,Neutral,Needs improvement,Failed,U10253,Institutional,Asia,Mobile,4,True,7,Passive
234,2022-08-17 15:40,What's your take on USD?,Technical Analysis,USD is strengthening against other currencies.,165,92,93,Negative,Needs improvement,Failed,U10075,Institutional,Middle East,Mobile,43,True,3,Detractor
235,2020-11-01 12:23,What's your take on ETH?,Price Check,ETH is showing a downward trend.,170,91,94,Positive,Helpful,Successful,U10190,Institutional,Europe,Desktop,58,True,10,Promoter
236,2023-10-15 11:55,What's your take on ETH?,Investment Planning,ETH is showing a downward trend.,175,90,90,Positive,Helpful,Successful,U10165,Retail,North America,Mobile,8,False,10,Promoter
237,2023-10-18 14:22,Analysis of MSFT?,Strategy Advice,MSFT shows growth potential.,180,89,91,Negative,Needs improvement,Failed,U10037,Retail,Asia,Desktop,57,False,3,Detractor
